Name,Location,Address,PRICE RANGE,CUISINES,SPECIAL DIETS,Meals,FEATURES,Link,Budget
Moon River Chinese Sea Food Restaurant,"Thimbirigasyaya Rd, Colombo 00500 Sri Lanka","Thimbirigasyaya Rd, Colombo 00500","['1,500 ', ' 2,500']",Chinese,"Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d19910446-Reviews-Moon_River_Chinese_Sea_Food_Restaurant-Colombo_Western_Province.html,Low
Mood Cafe & Bistro,"75 Galle Road, Colombo Sri Lanka","Galle Road, Colombo","['1,500 ', ' 2,500']","Cafe, Asian, Diner","Vegetarian Friendly, Vegan Options","Lunch, Dinner",Reservations,https://www.tripadvisor.com/Restaurant_Review-g293962-d2486088-Reviews-Mood_Cafe_Bistro-Colombo_Western_Province.html,Low
Chocoholicslk,"357A R A De Mel Mawatha Colombo 3, Colombo 00300 Sri Lanka","R A De Mel Mawatha Colombo 3, Colombo 00300","['1,500 ', ' 2,500']",Cafe,"Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d18455295-Reviews-Chocoholicslk-Colombo_Western_Province.html,Low
The Grove,"5 289 Highlevel Road, Colombo, Colombo 00500 Sri Lanka","Highlevel Road, Colombo, Colombo 00500 ","['400 ', ' 2,500']","Italian, Indian, European, Asian, Thai, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d19793108-Reviews-The_Grove-Colombo_Western_Province.html,Low
Mr Burger,"No 95 Galle Road Bambalapitiya, Colombo 00400 Sri Lanka","Galle Road Bambalapitiya, Colombo 00400 ","['350 ', ' 1,500']","Italian, Indian, Seafood, Fast Food, Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d20323093-Reviews-Mr_Burger-Colombo_Western_Province.html,Low
The Bibim,"71 A Thimbirigasyaya Road Opposite The fab, Colombo Sri Lanka","Thimbirigasyaya Road Opposite The fab, Colombo","['1,500 ', ' 2,500']","Indian, Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d15683979-Reviews-The_Bibim-Colombo_Western_Province.html,Low
The t Lounge & Bar by Dilmah,"1A, Centre Road One Galle Face Mall, Colombo Sri Lanka","Centre Road One Galle Face Mall, Colombo","['1,500 ', ' 2,500']","Bar, International, Asian, Pub, Sri Lankan","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner, Brunch, Drinks","Delivery, Reservations, Private Dining, Seating, Accepts Credit Cards",https://www.tripadvisor.com/Restaurant_Review-g293962-d19752626-Reviews-The_t_Lounge_Bar_by_Dilmah-Colombo_Western_Province.html,Low
Sri Ariya Bawan Hotel,"08 42 D S Senanayake Mawatha, Colombo Sri Lanka","D S Senanayake Mawatha, Colombo","['1,500 ', ' 2,500']","Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner, Brunch, Drinks","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d17655640-Reviews-Sri_Ariya_Bawan_Hotel-Colombo_Western_Province.html,Low
Colombo Bistro,"No 7 Hospital Street Fairway Colombo Hotel, Colombo 00100 Sri Lanka","Hospital Street Fairway Colombo Hotel, Colombo 00100","['593 ', ' 2,374']","Arabic, Italian, Chinese, Bar, European, Asian, Pub, Sri Lankan",Vegan Options,"Lunch, Dinner","Reservations, Seating, Wheelchair Accessible, Serves Alcohol",https://www.tripadvisor.com/Restaurant_Review-g293962-d12958873-Reviews-Colombo_Bistro-Colombo_Western_Province.html,Low
Stix,"Hotel Galadari, 64, Lotus Road, Colombo Sri Lanka","Hotel Galadari, 64, Lotus Road, Colombo ","['1,978 ', ' 2,967']","Italian, Chinese","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d1113766-Reviews-Stix-Colombo_Western_Province.html,Low
Twister,"666 Galle Road, Colombo Sri Lanka","Galle Road, Colombo ","['1,500 ', ' 2,500']","Turkish, Middle Eastern","Vegetarian Friendly, Vegan Options","Lunch, Dinner, Brunch, Late Night","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d19266937-Reviews-Twister-Colombo_Western_Province.html,Low
Chopsticks,"317/1, Nawala Road, Nawala, Colombo Sri Lanka","Nawala Road, Nawala, Colombo","['1,500 ', ' 2,500']","Chinese, Asian","Vegetarian Friendly, Vegan Options","Dinner, Lunch","Takeout, Seating, Serves Alcohol, Delivery, Reservations, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d6487003-Reviews-Chopsticks-Colombo_Western_Province.html,Low
CafÈ Island,"472 Thimbirigasyaya Rd, Colombo 00500 Sri Lanka","Thimbirigasyaya Rd, Colombo 00500","['1,500 ', ' 2,500']","Indian, Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d19334784-Reviews-Cafe_Island-Colombo_Western_Province.html,Low
Street Meet,"Galle Road Colpetty, Colombo Sri Lanka","Galle Road Colpetty, Colombo","['1,500 ', ' 2,500']","Indian, Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d11807583-Reviews-Street_Meet-Colombo_Western_Province.html,Low
TGI Fridays,"1A Centre Road 06-10, One Galle Face Mall, Colombo 00100 Sri Lanka","One Galle Face Mall, Colombo 00100","['1,500 ', ' 2,500']",American,"Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d19493715-Reviews-TGI_Fridays-Colombo_Western_Province.html,Low
Coffee & Bread on 27th,"3 34 27 Ln, Colombo, Colombo 00300 Sri Lanka","27 Ln, Colombo, Colombo 00300","['390 ', ' 2,200']","American, Cafe, European","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d17603052-Reviews-Coffee_Bread_on_27th-Colombo_Western_Province.html,Low
Hotel Mayura Restaurant,"Sri Kathiresan Street, Colombo 01300 Sri Lanka","Sri Kathiresan Street, Colombo 01300","['1,500 ', ' 2,500']","Indian, Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d17145993-Reviews-Hotel_Mayura_Restaurant-Colombo_Western_Province.html,Low
Ponnusamy Chettinad Non-Veg,"19/1 Horton Place, Colombo 00700 Sri Lanka","Horton Place, Colombo 00700","['1,500 ', ' 2,500']","Pakistani, Indian","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d12171032-Reviews-Ponnusamy_Chettinad_Non_Veg-Colombo_Western_Province.html,Low
PappaRich,"33 Park St, Colombo 00200 Sri Lanka","Park St, Colombo 00200","['900 ', ' 2,000']","Chinese, Japanese, Indonesian, Singaporean, Malaysian, Seafood","Vegetarian Friendly, Vegan Options","Lunch, Dinner",Reservations,https://www.tripadvisor.com/Restaurant_Review-g293962-d17323498-Reviews-PappaRich-Colombo_Western_Province.html,Low
Gandhi Lodge,"200, Galle road, Colombo Sri Lanka","Galle road, Colombo","['1,500 ', ' 2,500']","Indian, Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d15330404-Reviews-Gandhi_Lodge-Colombo_Western_Province.html,Low
Fan Tab,"229 Srimath Anagarika Dharmapala Mawatha, Colombo 00700 Sri Lanka","Srimath Anagarika Dharmapala Mawatha, Colombo 00700","['1,500 ', ' 2,500']","Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d15685087-Reviews-Fan_Tab-Colombo_Western_Province.html,Low
Ananda Bhavan,"D. S. Senanayake Mawatha, Colombo 00700 Sri Lanka","D. S. Senanayake Mawatha, Colombo 00700","['1,500 ', ' 2,500']","Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d17651789-Reviews-Ananda_Bhavan-Colombo_Western_Province.html,Low
Dinemore,"# 50A Mutthaiah Road, Braybrooke St., Colombo 00200 Sri Lanka","Mutthaiah Road, Braybrooke St., Colombo 00200","['1,500 ', ' 2,500']",Pizza,"Vegetarian Friendly, Vegan Options",Dinner,"Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d11488043-Reviews-Dinemore-Colombo_Western_Province.html,Low
Polathu Bath Kade,"34,wijerama Mawatha Colombo.  7, Colombo Sri Lanka","wijerama Mawatha Colombo.  7, Colombo","['1,500 ', ' 2,500']","Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d21287455-Reviews-Polathu_Bath_Kade-Colombo_Western_Province.html,Low
Curve,"Park Street Mews, 50/1 Park street Colombo 2, Colombo 00200 Sri Lanka","Park Street Mews, Park street Colombo 2, Colombo 00200","['1,500 ', ' 2,500']",Bar,"Vegetarian Friendly, Vegan Options","Dinner, Lunch, Drinks","Outdoor Seating, Seating, Street Parking, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Reservations, Table Service, Accepts Credit Cards, Live Music",https://www.tripadvisor.com/Restaurant_Review-g293962-d4831646-Reviews-Curve-Colombo_Western_Province.html,Low
Kobe At The Edge,"316, Ethul Kotte Road Waters Edge. Sri Jayawardanepura. Kotte., Colombo Sri Lanka","Ethul Kotte Road Waters Edge. Sri Jayawardanepura. Kotte., Colombo","['1,500 ', ' 2,500']",Japanese,"Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d21209717-Reviews-Kobe_At_The_Edge-Colombo_Western_Province.html,Low
Tokyo Shokudo,"Food Studio at Colombo City Centre, 137 Sir James Pieris Mawatha, Colombo 00200 Sri Lanka","Sir James Pieris Mawatha, Colombo 00200 ","['1,500 ', ' 2,500']","Indian, Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d16658727-Reviews-Tokyo_Shokudo-Colombo_Western_Province.html,Low
Cafe993 Restaurant,"280/3 Alvitigala Mw Colombo 08, Colombo 00800 Sri Lanka","Alvitigala Mw Colombo 08, Colombo 00800","['1,500 ', ' 2,500']","Indian, Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d20093024-Reviews-Cafe993_Restaurant-Colombo_Western_Province.html,Low
Tides Restaurant,"No 590 Marine Drive, Colombo Sri Lanka","Marine Drive, Colombo","['1,500 ', ' 2,500']",International,"Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d19903767-Reviews-Tides_Restaurant-Colombo_Western_Province.html,Low
Waves Bar & Restaurant,"10th Lane , Marine Drive, Colombo Sri Lanka","10th Lane , Marine Drive, Colombo","['2,000 ', ' 3,000']","Italian, American, Indian, Asian, British, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d12461266-Reviews-Waves_Bar_Restaurant-Colombo_Western_Province.html,Low
Baked - Dessert & Coffee House,"37A Elibank Road, Colombo 00500 Sri Lanka","Elibank Road, Colombo 00500","['200 ', ' 1,500']","Italian, Southwestern, Asian","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner","Seating, Reservations, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d19962089-Reviews-Baked_Dessert_Coffee_House-Colombo_Western_Province.html,Low
Pizza Hut,"Borella Cross Rd, Colombo 01000 Sri Lanka","Borella Cross Rd, Colombo 01000","['1,500 ', ' 2,500']","Italian, Pizza, Fast Food","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d19762922-Reviews-Pizza_Hut-Colombo_Western_Province.html,Low
Panorama Restaurant,"33 Canal Row, Colombo Fort, Colombo Sri Lanka","Canal Row, Colombo Fort, Colombo","['1,500 ', ' 2,500']","Indian, Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d12355977-Reviews-Panorama_Restaurant-Colombo_Western_Province.html,Low
Kitchen by OWSC,"Campbell Park Old Wesleyite Sports Club, Colombo 00900 Sri Lanka","Campbell Park Old Wesleyite Sports Club, Colombo 00900","['1,500 ', ' 2,500']","Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d4795017-Reviews-Kitchen_by_OWSC-Colombo_Western_Province.html,Low
DÈlifrance,"5 Alexandra Place ODEL - Alexandra Place, Colombo 00700 Sri Lanka","Alexandra Place ODEL - Alexandra Place, Colombo 00700","['1,500 ', ' 2,500']",French,"Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d13396465-Reviews-Delifrance-Colombo_Western_Province.html,Low
Almonds Exclusive,"313 Galle Road, Colombo 00300 Sri Lanka","Galle Road, Colombo 00300","['1,500 ', ' 2,500']",Asian,Vegetarian Friendly,"Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d13197609-Reviews-Almonds_Exclusive-Colombo_Western_Province.html,Low
Jade Restaurant,"295 Kotte Rd, Colombo 00900 Sri Lanka","Kotte Rd, Colombo 00900 ","['791 ', ' 2,967']",Chinese,"Vegetarian Friendly, Vegan Options","Lunch, Dinner",Reservations,https://www.tripadvisor.com/Restaurant_Review-g293962-d3754972-Reviews-Jade_Restaurant-Colombo_Western_Province.html,Low
Tribe Cafe,"314, Nawala Road, Nawala, Colombo Sri Lanka","Nawala Road, Nawala, Colombo ","['3 ', ' 6']","European, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d15642730-Reviews-Tribe_Cafe-Colombo_Western_Province.html,Low
Round Island,"20 Shady Grove Avenue, Colombo Sri Lanka","Shady Grove Avenue, Colombo","['1,500 ', ' 2,500']",Seafood,"Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d17794140-Reviews-Round_Island-Colombo_Western_Province.html,Low
Barracuda - Crow Island,"Crow Island Beach Park, Crow Island, Colombo 00150 Sri Lanka","Crow Island Beach Park, Crow Island, Colombo 00150 ","['1,500 ', ' 2,500']",Seafood,"Vegetarian Friendly, Vegan Options","Dinner, Lunch","Reservations, Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d13199434-Reviews-Barracuda_Crow_Island-Colombo_Western_Province.html,Low
Ivy Lane Restaurant,"146 Galle Rd, Colombo 00300 Sri Lanka","Galle Rd, Colombo 00300 ","['1,500 ', ' 2,500']","Indian, Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d15072392-Reviews-Ivy_Lane_Restaurant-Colombo_Western_Province.html,Low
InDoose Indian Restaurantr,"Madiwela Road, Talawatugoda, Colombo Sri Lanka","Madiwela Road, Talawatugoda, Colombo ","['1,500 ', ' 2,500']","Indian, Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d11805058-Reviews-InDoose_Indian_Restaurantr-Colombo_Western_Province.html,Low
Side Walk Cafe,"Canal Row, Colombo Sri Lanka","Canal Row, Colombo ","['1,500 ', ' 2,500']","Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d14052883-Reviews-Side_Walk_Cafe-Colombo_Western_Province.html,Low
Which Way West - Cafe/Pub/Lounge,"1st Floor, Liberty Arcade, 282 R. a. de Mel Mawatha Duplication Road, Colombo 01000 Sri Lanka","R. a. de Mel Mawatha Duplication Road, Colombo 01000 ","['1,500 ', ' 2,500']","Indian, Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d10889566-Reviews-Which_Way_West_Cafe_Pub_Lounge-Colombo_Western_Province.html,Low
Grid Restuarent & Lounge,"260/1 Pannipitiya Road Pellawatta, Colombo 01400 Sri Lanka","Pannipitiya Road Pellawatta, Colombo 01400","['1,500 ', ' 2,500']","Indian, Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner",Buffet,https://www.tripadvisor.com/Restaurant_Review-g293962-d3321157-Reviews-Grid_Restuarent_Lounge-Colombo_Western_Province.html,Low
Amrith,"5 De Fomceka Road No 2, Colombo 00500 Sri Lanka","De Fomceka Road No 2, Colombo 00500","['1,500 ', ' 2,500']","Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d13273935-Reviews-Amrith-Colombo_Western_Province.html,Low
Wish Bakers & Restaurant,"110 Kotte Road, Welikade, Rajagiraya, Colombo Sri Lanka","Kotte Road, Welikade, Rajagiraya, Colombo","['1,500 ', ' 2,500']","Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d6365488-Reviews-Wish_Bakers_Restaurant-Colombo_Western_Province.html,Low
PODI The Fusion Bistro,"289 Vauxhall Street, Colombo 00200 Sri Lanka","Vauxhall Street, Colombo 00200","['60 ', ' 1,200']","Indian, Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d10068626-Reviews-PODI_The_Fusion_Bistro-Colombo_Western_Province.html,Low
Klassy,"535 Nawala Road Sri Jayawardenepura, Colombo 11222 Sri Lanka","Nawala Road Sri Jayawardenepura, Colombo 11222 ","['1,500 ', ' 2,500']","Indian, Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d13275706-Reviews-Klassy-Colombo_Western_Province.html,Low
Pooja Foods,"Thalawathugoda Road Madiwela, Colombo Sri Lanka","Thalawathugoda Road Madiwela, Colombo","['1,500 ', ' 2,500']",Indian,"Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d3842504-Reviews-Pooja_Foods-Colombo_Western_Province.html,Low
JuiceMo,"Independence Walk Kurunduwatta, near Independence Square, Colombo 00700 Sri Lanka","Independence Walk, Colombo 00700","['99 ', ' 999']","American, European, Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d13452000-Reviews-JuiceMo-Colombo_Western_Province.html,Low
Rampe By Sushi Bar,"226,sri Jayawardanepura Mawatha Sri Jayawardanepura. Kotte, Colombo Sri Lanka","sri Jayawardanepura Mawatha Sri Jayawardanepura. Kotte, Colombo","['1,500 ', ' 2,500']","Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d22954596-Reviews-Rampe_By_Sushi_Bar-Colombo_Western_Province.html,Low
Wayside Thai Cafe,"146/3 Caldera Gardens, Colombo 10250 Sri Lanka","Caldera gardens off, Colombo","['1,500 ', ' 2,500']",Thai,"Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d19658639-Reviews-Wayside_Thai_Cafe-Colombo_Western_Province.html,Low
